fl_dur,tot_fw_pk,tot_bw_pk,tot_l_fw_pkt,fw_pkt_l_max,fw_pkt_l_min,fw_pkt_l_avg,fw_pkt_l_std,bw_pkt_l_max,bw_pkt_l_min,bw_pkt_l_mean,bw_pkt_l_std,fw_fl_byt_s,bw_fl_byt_s,fw_fl_pkt_s,bw_fl_pkt_s,fw_iat_tot,fw_iat_avg,fw_iat_std,fw_iat_max,fw_iat_min,bw_iat_tot,bw_iat_avg,bw_iat_std,bw_iat_max,bw_iat_min,fw_pkt_s,bw_pkt_s,pkt_size_avg
0.7497882296376274,0.3155400184176499,0.9135616143174937,0.23465007606950777,0.8354184781583662,0.5261283312998875,0.23775282694351865,0.6263232572790574,0.22398203521372667,0.3076650460852801,0.6560426792097619,0.6964914503412678,0.8932953428429204,0.9964383615468961,0.6578575264446607,0.149387742306589,0.4488319016972738,0.6225720007745661,0.3433632055996665,0.6645456863254002,0.31140922357002987,0.024701647283640715,0.7172289402196838,0.24503338337921668,0.7582538269635143,0.5669878872294579,0.022700809146650403,0.7113732223352346,0.9280645746563558
0.523684544338453,0.2521899864715642,0.36762486449290427,0.5399375406705414,0.1556547505291449,0.5521386876145004,0.9041764048861165,0.7314995093402852,0.443843279084445,0.3406002465159404,0.32034670077094224,0.16865525556575395,0.659892871735386,0.5376324737080037,0.6008862550147733,0.6984510903839083,0.4182221320142673,0.1514996122254237,0.015932642374218986,0.7063975820046755,0.5614904398403537,0.5163783256031449,0.262362774276228,0.6919250390478687,0.2194605976348616,0.5265729912316919,0.5395512920485308,0.3511484999860449,0.6241113723929025
0.7284890358714383,0.21546616644014038,0.5285586366300175,0.1514165563649688,0.7468623085571123,0.7014685561241671,0.5904723735196833,0.2762143250311758,0.2849823698316054,0.5808204194573535,0.7451212624047372,0.8078297450359785,0.9606871304393113,0.9964383615468961,0.837325301422261,0.26815662255322315,0.5806211788543301,0.6731338458425069,0.16986218210584322,0.6333501672373478,0.39185955475724377,0.02464921075843851,0.9576556435776566,0.13741737087844408,0.697204943140467,0.547890415578598,0.12759762297934166,0.3479573876819371,0.38532059442720046
0.7972429789028952,0.7444132943055848,0.3850678281049404,0.694445649262897,0.19327058363201743,0.5169330392420293,0.5501696728708705,0.8356565388306462,0.5641553215178909,0.24891957479401605,0.40305205063575916,0.5401965419174428,0.504002389246458,0.8983728169788098,0.578032095291768,0.7196708543277053,0.9759918482045443,0.22187578813201034,0.626174597177106,0.7135604454403535,0.8491447597433847,0.5369317631951449,0.8750474347418489,0.6291283254756597,0.5514894675330566,0.10712572481446647,0.6644830797625383,0.3333195090118007,0.7855258771255813
0.6630454381113685,0.6834355613046804,0.5445693835475452,0.7269191184631547,0.8361809177458334,0.36647458035492886,0.34542196474957054,0.4223225279073363,0.440848733470329,0.09513657944002563,0.24970263217893796,0.17867799852440625,0.3037205224759558,0.1181331375207034,0.431618938051771,0.9883181641265173,0.618307392942653,0.7541104293040727,0.21441040926885463,0.4181150935699719,0.24817090071803133,0.6775308357602133,0.08142441017439006,0.05947039227046372,0.40875450097268035,0.33657392775647055,0.3432330031105935,0.25580570901822675,0.2686792440275376
0.8797597585831612,0.8280107264604823,0.5268499609048704,0.36886148230833227,0.5972606926563494,0.719054433745921,0.677608956258791,0.5113741739214119,0.562792772017248,0.31114190649780277,0.4476788818788966,0.6310079631778885,0.6465513147154789,0.8739015921596036,0.4691079720994567,0.20133030200439964,0.5856053892038843,0.8785070708465657,0.3337058840926337,0.7166193232947276,0.487913686868718,0.6617151308811643,0.8983869830971496,0.6521729201489413,0.8247220171490879,0.4676367952826973,0.8475827105451401,0.31529850267126575,0.625799066691217
0.6968940677371975,0.8665848528028693,0.5674565365801132,0.5098842057252094,0.9894630970609886,0.4746109704367306,0.3900159616121537,0.4283306768777634,0.75420804572665,0.17009043081881456,0.06890489981946385,0.3050127990030894,0.08639476997125312,0.14234140820633176,0.8519424458546275,0.9054689185056422,0.4943301574298154,0.64722527586944,0.1411441497622307,0.43055177381509335,0.2683344797250524,0.5216233028751256,0.0953029113155035,0.716541203484523,0.24525654351798815,0.21750330176583038,0.707601786869592,0.28320459357952743,0.18884404190918758
0.7701671013007756,0.9440768184549668,0.26215074054650844,0.4935950528292344,0.7472084599327959,0.06575627479827378,0.4595449856141062,0.5311679568373713,0.5170719563161003,0.30310428686833274,0.2090040707400027,0.4730876495721904,0.5427808780534217,0.6236556178982051,0.21308473425176797,0.48989371812942445,0.9992493443754283,0.3896245485036964,0.10129050987815444,0.02242204677091708,0.5226147313183552,0.7642027939643519,0.14809188287157332,0.3714075021722886,0.2130824642324639,0.5883296184201026,0.6639660924445047,0.4606868541649899,0.14967221153481636
0.9141027434568043,0.3707718471831255,0.7811226074501817,0.4088523369752407,0.008358825607027054,0.4933025480776717,0.5795774640501945,0.6540252100188075,0.5381568185472236,0.628558675647666,0.8513058840579886,0.47569699137864296,0.6752190571124652,0.6355418492795788,0.31176950215249366,0.7972940120592896,0.40915897651579025,0.039261965017652445,0.8505632000846172,0.11653147749528622,0.3209473069788217,0.4170610959981158,0.144422129306239,0.6753421706871394,0.5653626511728771,0.007171199183348187,0.8395086165960294,0.34208539555027745,0.2913778364249858
0.7892063106714902,0.18935474151109308,0.43371219350795925,0.9571372102034139,0.9341845612696642,0.8973685310824632,0.8105237655511924,0.6470553850206708,0.43341970837851024,0.7134904856190619,0.39348110536929326,0.48299927295531997,0.486589387171378,0.3604082082573831,0.7409057078047517,0.8402133358626531,0.4814134670315997,0.8773880317876126,0.6927415707342194,0.8583037688381794,0.8427601516781236,0.3860556489097969,0.40188704017424504,0.4075511498214072,0.994501019693854,0.7444636348226912,0.563006166092078,0.1144775102554664,0.19590327546391828
0.8269838241306152,0.3735311910082495,0.7371144283831444,0.8215714026202419,0.14154769231495065,0.6245852335168447,0.7096633104656589,0.4727857381378067,0.5274662059356066,0.4927778569239728,0.31071668144029096,0.5705781572708243,0.683453080199257,0.9964383615468961,0.12044412791698773,0.5809381304605212,0.5839425025220262,0.3103030599250444,0.5444064580819408,0.19266603742362257,0.3299391904508091,0.2942136211544681,0.4316394884785056,0.0695678315166911,0.4977227308659826,0.47864387581897955,0.868630722843247,0.2723336688692386,0.6989093635272191
0.9765674282947027,0.9075285104060178,0.8303809500485549,0.6748380560091622,0.08987945921617713,0.5165535822472355,0.3976591805045853,0.12502312940244587,0.1898124043231279,0.7352712870572999,0.3942661419875096,0.5373034483321472,0.4557577787570466,0.9226147910763006,0.7786757416522789,0.6116217909752553,0.5393037356135717,0.2321257546586672,0.10230114790006514,0.6321885251595379,0.8589390028609543,0.15420867548346104,0.6135424639173528,0.10797118766936667,0.9988546996547663,0.49395046660724634,0.7906118973360358,0.8176857093607903,0.24488631048263898
0.7118545437208155,0.1946326997700722,0.7774449299653754,0.7771760574619582,0.11739308153495018,0.30782306270047277,0.3982287680923491,0.6734575443926986,0.11935993776154341,0.7826383229706577,0.4087206239313515,0.3033964292970905,0.9581523946317982,0.9284301542721085,0.6553994814711659,0.814948665060375,0.6672817077536904,0.8887722211408269,0.30671236719952044,0.6161215628537854,0.7519964082032287,0.3521656359347916,0.6043300975176965,0.7210938735794254,0.8806152866960927,0.7145674249450134,0.7159424249698018,0.23511829778078436,0.4668710139178083
0.30886141767342534,0.3304008076184005,0.6273826103982747,0.43566370858639814,0.6861535085321505,0.4398205132653452,0.2533048152651243,0.5461830075761528,0.40995508168925165,0.07467809867083908,0.3724373615430049,0.10486220326819384,0.8061982250282491,0.1657859798596915,0.7467534548748747,0.8134223405125449,0.9331017406628824,0.7164840689542578,0.015932642374218986,0.8436730227691744,0.20850266240155518,0.2072605163545049,0.541573362391266,0.10925250264064676,0.6515247684007573,0.37364178752265476,0.12802382498410497,0.2596919596750923,0.7286977041945113
0.8455087328552203,0.3599531273622829,0.6555691236093488,0.9949023574388172,0.8188911583200122,0.5332339499372476,0.9277169503580583,0.7822220420529757,0.577442123659001,0.8929629317754674,0.6669109265955955,0.7213149035762847,0.5335629221396341,0.12946408552774422,0.48486876616333285,0.5872727915384504,0.4229538728070254,0.6998637864001426,0.5930619031297851,0.8595084552793961,0.20334251501565115,0.5271043620827346,0.587720162976439,0.6216360615081553,0.7439558991504472,0.4005202583057246,0.49094366697734454,0.24434766389483048,0.3383719473995899
0.7890942348728764,0.12682876533661147,0.5053273574622964,0.5061717453999112,0.6192486681298787,0.6332489881343437,0.23498684216303023,0.227240592828237,0.46904753311120345,0.20286283018712506,0.029177702120222138,0.47521653079556103,0.2335426329648648,0.32720996305281874,0.5359486755063333,0.022314989468898927,0.16880624391963106,0.6698215030243465,0.19518920579965252,0.7126285878198463,0.1745794365074433,0.6804158233749693,0.11146585255358821,0.45634801407333014,0.3123558857910535,0.31022185156396725,0.2849207750738121,0.22628281273824297,0.6505115659031392
0.7251298744204008,0.4045165361541603,0.17962568362542863,0.2871143124380467,0.9678539314862666,0.6714068698397749,0.8066990079603784,0.9820987275137528,0.6290182299192745,0.6319947993157267,0.313103042646877,0.1696718128020287,0.6456468430256241,0.28247156398136514,0.18040245782407766,0.38170802004614485,0.380429692374194,0.765933443586245,0.7255485303984232,0.3774783485438136,0.7430702123155686,0.5064363729632653,0.5073024840993523,0.7251353496908943,0.945218463936548,0.5845428418358471,0.5881325783131668,0.3711459570309203,0.4182863668116204
